movie_id,movie_title,release_date,video_release_date,IMDb_URL,genres_name,avg_rating,min_rating,max_rating
16,French Twist (Gazon maudit) (1995),1995-01-01,,http://us.imdb.com/M/title-exact?Gazon%20maudit%20(1995),"['Comedy', 'Romance']",3.2051282,1.0,5.0
17,From Dusk Till Dawn (1996),1996-02-05,,http://us.imdb.com/M/title-exact?From%20Dusk%20Till%20Dawn%20(1996),"['Action', 'Comedy', 'Crime', 'Horror', 'Thriller']",3.1195652,1.0,5.0
18,"White Balloon, The (1995)",1995-01-01,,http://us.imdb.com/M/title-exact?Badkonake%20Sefid%20(1995),['Drama'],2.8,1.0,5.0
19,Antonia's Line (1995),1995-01-01,,http://us.imdb.com/M/title-exact?Antonia%20(1995),['Drama'],3.9565217,1.0,5.0
20,Angels and Insects (1995),1995-01-01,,http://us.imdb.com/M/title-exact?Angels%20and%20Insects%20(1995),"['Drama', 'Romance']",3.4166667,1.0,5.0
21,Muppet Treasure Island (1996),1996-02-16,,http://us.imdb.com/M/title-exact?Muppet%20Treasure%20Island%20(1996),"['Action', 'Adventure', 'Comedy', 'Musical', 'Thriller']",2.7619047,1.0,5.0
22,Braveheart (1995),1996-02-16,,http://us.imdb.com/M/title-exact?Braveheart%20(1995),"['Action', 'Drama', 'War']",4.151515,1.0,5.0
23,Taxi Driver (1976),1996-02-16,,http://us.imdb.com/M/title-exact?Taxi%20Driver%20(1976),"['Drama', 'Thriller']",4.120879,2.0,5.0
24,Rumble in the Bronx (1995),1996-02-23,,http://us.imdb.com/M/title-exact?Hong%20Faan%20Kui%20(1995),"['Action', 'Adventure', 'Crime']",3.4482758,1.0,5.0
25,"Birdcage, The (1996)",1996-03-08,,"http://us.imdb.com/M/title-exact?Birdcage,%20The%20(1996)",['Comedy'],3.443686,1.0,5.0
26,"Brothers McMullen, The (1995)",1995-01-01,,"http://us.imdb.com/M/title-exact?Brothers%20McMullen,%20The%20(1995)",['Comedy'],3.4520547,1.0,5.0
27,Bad Boys (1995),1995-01-01,,http://us.imdb.com/M/title-exact?Bad%20Boys%20(1995),['Action'],3.1052632,1.0,5.0
28,Apollo 13 (1995),1995-01-01,,http://us.imdb.com/M/title-exact?Apollo%2013%20(1995),"['Action', 'Drama', 'Thriller']",3.9311595,2.0,5.0
29,Batman Forever (1995),1995-01-01,,http://us.imdb.com/M/title-exact?Batman%20Forever%20(1995),"['Action', 'Adventure', 'Comedy', 'Crime']",2.6666667,1.0,5.0
30,Belle de jour (1967),1967-01-01,,http://us.imdb.com/M/title-exact?Belle%20de%20jour%20(1967),['Drama'],3.945946,1.0,5.0
31,Crimson Tide (1995),1995-01-01,,http://us.imdb.com/M/title-exact?Crimson%20Tide%20(1995),"['Drama', 'Thriller', 'War']",3.6298702,1.0,5.0
32,Crumb (1994),1994-01-01,,http://us.imdb.com/M/title-exact?Crumb%20(1994),['Documentary'],3.7901235,1.0,5.0
33,Desperado (1995),1995-01-01,,http://us.imdb.com/M/title-exact?Desperado%20(1995),"['Action', 'Romance', 'Thriller']",3.4536083,1.0,5.0
34,"Doom Generation, The (1995)",1995-01-01,,"http://us.imdb.com/M/title-exact?Doom%20Generation,%20The%20(1995)","['Comedy', 'Drama']",2.7142856,1.0,5.0
35,Free Willy 2: The Adventure Home (1995),1995-01-01,,http://us.imdb.com/M/title-exact?Free%20Willy%202:%20The%20Adventure%20Home%20(1995),"['Adventure', ""Children's"", 'Drama']",2.1818182,1.0,5.0
36,Mad Love (1995),1995-01-01,,http://us.imdb.com/M/title-exact?Mad%20Love%20(1995),"['Drama', 'Romance']",2.1538463,1.0,4.0
37,Nadja (1994),1994-01-01,,http://us.imdb.com/M/title-exact?Nadja%20(1994),['Drama'],2.25,1.0,4.0
38,"Net, The (1995)",1995-01-01,,"http://us.imdb.com/M/title-exact?Net,%20The%20(1995)","['Sci-Fi', 'Thriller']",3.0083334,1.0,5.0
39,Strange Days (1995),1995-01-01,,http://us.imdb.com/M/title-exact?Strange%20Days%20(1995),"['Action', 'Crime', 'Sci-Fi']",3.2643678,1.0,5.0
40,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",1995-01-01,,"http://us.imdb.com/M/title-exact?To%20Wong%20Foo,%20Thanks%20for%20Everything!%20Julie%20Newmar%20(1995)",['Comedy'],2.8947368,1.0,5.0
41,Billy Madison (1995),1995-01-01,,http://us.imdb.com/M/title-exact?Billy%20Madison%20(1995),['Comedy'],3.0810812,1.0,5.0
42,Clerks (1994),1994-01-01,,http://us.imdb.com/M/title-exact?Clerks%20(1994),['Comedy'],3.804054,1.0,5.0
43,Disclosure (1994),1994-01-01,,http://us.imdb.com/M/title-exact?Disclosure%20(1994),"['Drama', 'Thriller']",3.0,1.0,5.0
44,Dolores Claiborne (1994),1994-01-01,,http://us.imdb.com/M/title-exact?Dolores%20Claiborne%20(1994),"['Drama', 'Thriller']",3.341772,1.0,5.0
45,Eat Drink Man Woman (1994),1994-01-01,,http://us.imdb.com/M/title-exact?Yinshi%20Nan%20Nu%20(1994),"['Comedy', 'Drama']",4.05,1.0,5.0
46,Exotica (1994),1994-01-01,,http://us.imdb.com/M/title-exact?Exotica%20(1994),['Drama'],3.5555556,1.0,5.0
47,Ed Wood (1994),1994-01-01,,http://us.imdb.com/M/title-exact?Ed%20Wood%20(1994),"['Comedy', 'Drama']",3.6015038,1.0,5.0
48,Hoop Dreams (1994),1994-01-01,,http://us.imdb.com/M/title-exact?Hoop%20Dreams%20(1994),['Documentary'],4.094017,1.0,5.0
49,I.Q. (1994),1994-01-01,,http://us.imdb.com/M/title-exact?I.Q.%20(1994),"['Comedy', 'Romance']",3.3209877,1.0,5.0
50,Star Wars (1977),1977-01-01,,http://us.imdb.com/M/title-exact?Star%20Wars%20(1977),"['Action', 'Adventure', 'Romance', 'Sci-Fi', 'War']",4.3584905,1.0,5.0
51,Legends of the Fall (1994),1994-01-01,,http://us.imdb.com/M/title-exact?Legends%20of%20the%20Fall%20(1994),"['Drama', 'Romance', 'War', 'Western']",3.4567902,1.0,5.0
52,"Madness of King George, The (1994)",1994-01-01,,"http://us.imdb.com/M/title-exact?Madness%20of%20King%20George,%20The%20(1994)",['Drama'],3.7692308,1.0,5.0
53,Natural Born Killers (1994),1994-01-01,,http://us.imdb.com/M/title-exact?Natural%20Born%20Killers%20(1994),"['Action', 'Thriller']",2.953125,1.0,5.0
54,Outbreak (1995),1995-01-01,,http://us.imdb.com/M/title-exact?Outbreak%20(1995),"['Action', 'Drama', 'Thriller']",3.2403846,1.0,5.0
55,"Professional, The (1994)",1994-01-01,,http://us.imdb.com/Title?L%E9on+(1994),"['Crime', 'Drama', 'Romance', 'Thriller']",3.704698,1.0,5.0
56,Pulp Fiction (1994),1994-01-01,,http://us.imdb.com/M/title-exact?Pulp%20Fiction%20(1994),"['Crime', 'Drama']",4.0609136,1.0,5.0
57,Priest (1994),1994-01-01,,http://us.imdb.com/M/title-exact?Priest%20(1994),['Drama'],4.0,1.0,5.0
58,Quiz Show (1994),1994-01-01,,http://us.imdb.com/M/title-exact?Quiz%20Show%20(1994),['Drama'],3.6457143,1.0,5.0
59,Three Colors: Red (1994),1994-01-01,,http://us.imdb.com/M/title-exact?Trzy%20kolory:%20Czerwony%20(1994),['Drama'],4.0602407,1.0,5.0
60,Three Colors: Blue (1993),1993-01-01,,http://us.imdb.com/M/title-exact?Trzy%20kolory:%20Niebieski%20(1993),['Drama'],4.015625,1.0,5.0
61,Three Colors: White (1994),1994-01-01,,http://us.imdb.com/M/title-exact?Trzy%20kolory:%20Bialy%20(1994),['Drama'],3.8644068,1.0,5.0
62,Stargate (1994),1994-01-01,,http://us.imdb.com/M/title-exact?Stargate%20(1994),"['Action', 'Adventure', 'Sci-Fi']",3.1417322,1.0,5.0
63,"Santa Clause, The (1994)",1994-01-01,,"http://us.imdb.com/M/title-exact?Santa%20Clause,%20The%20(1994)","[""Children's"", 'Comedy']",3.097561,1.0,5.0
64,"Shawshank Redemption, The (1994)",1994-01-01,,"http://us.imdb.com/M/title-exact?Shawshank%20Redemption,%20The%20(1994)",['Drama'],4.4452295,1.0,5.0
65,What's Eating Gilbert Grape (1993),1993-01-01,,http://us.imdb.com/M/title-exact?What's%20Eating%20Gilbert%20Grape%20(1993),"['Comedy', 'Drama']",3.5391304,1.0,5.0
66,While You Were Sleeping (1995),1995-01-01,,http://us.imdb.com/M/title-exact?While%20You%20Were%20Sleeping%20(1995),"['Comedy', 'Romance']",3.5493827,1.0,5.0
67,Ace Ventura: Pet Detective (1994),1994-01-01,,http://us.imdb.com/M/title-exact?Ace%20Ventura:%20Pet%20Detective%20(1994),['Comedy'],3.0485437,1.0,5.0
68,"Crow, The (1994)",1994-01-01,,"http://us.imdb.com/M/title-exact?Crow,%20The%20(1994)","['Action', 'Romance', 'Thriller']",3.4179103,1.0,5.0
69,Forrest Gump (1994),1994-01-01,,http://us.imdb.com/M/title-exact?Forrest%20Gump%20(1994),"['Comedy', 'Romance', 'War']",3.8535826,1.0,5.0
70,Four Weddings and a Funeral (1994),1994-01-01,,http://us.imdb.com/M/title-exact?Four%20Weddings%20and%20a%20Funeral%20(1994),"['Comedy', 'Romance']",3.6613545,1.0,5.0
71,"Lion King, The (1994)",1994-01-01,,"http://us.imdb.com/M/title-exact?Lion%20King,%20The%20(1994)","['Animation', ""Children's"", 'Musical']",3.7818182,1.0,5.0
72,"Mask, The (1994)",1994-01-01,,"http://us.imdb.com/M/title-exact?Mask,%20The%20(1994)","['Comedy', 'Crime', 'Fantasy']",3.1937985,1.0,5.0
73,Maverick (1994),1994-01-01,,http://us.imdb.com/M/title-exact?Maverick%20(1994),"['Action', 'Comedy', 'Western']",3.46875,1.0,5.0
74,Faster Pussycat! Kill! Kill! (1965),1965-01-01,,http://us.imdb.com/M/title-exact?Faster%20Pussycat!%20Kill!%20Kill!%20(1965),"['Action', 'Comedy', 'Drama']",3.0,1.0,5.0
75,Brother Minister: The Assassination of Malcolm X (1994),1994-01-01,,http://us.imdb.com/M/title-exact?Brother%20Minister:%20The%20Assassination%20of%20Malcolm%20X%20(1994),['Documentary'],3.0,1.0,4.0
76,Carlito's Way (1993),1993-01-01,,http://us.imdb.com/M/title-exact?Carlito's%20Way%20(1993),"['Crime', 'Drama']",3.4074075,1.0,5.0
77,"Firm, The (1993)",1993-01-01,,"http://us.imdb.com/M/title-exact?Firm,%20The%20(1993)","['Drama', 'Thriller']",3.2781458,1.0,5.0
78,Free Willy (1993),1993-01-01,,http://us.imdb.com/M/title-exact?Free%20Willy%20(1993),"['Adventure', ""Children's"", 'Drama']",2.4545455,1.0,5.0
79,"Fugitive, The (1993)",1993-01-01,,"http://us.imdb.com/M/title-exact?Fugitive,%20The%20(1993)","['Action', 'Thriller']",4.044643,1.0,5.0
80,Hot Shots! Part Deux (1993),1993-01-01,,http://us.imdb.com/M/title-exact?Hot%20Shots!%20Part%20Deux%20(1993),"['Action', 'Comedy', 'War']",2.764706,1.0,5.0
81,"Hudsucker Proxy, The (1994)",1994-01-01,,"http://us.imdb.com/M/title-exact?Hudsucker%20Proxy,%20The%20(1994)","['Comedy', 'Romance']",3.5545454,1.0,5.0
82,Jurassic Park (1993),1993-01-01,,http://us.imdb.com/M/title-exact?Jurassic%20Park%20(1993),"['Action', 'Adventure', 'Sci-Fi']",3.7203064,1.0,5.0
83,Much Ado About Nothing (1993),1993-01-01,,http://us.imdb.com/M/title-exact?Much%20Ado%20About%20Nothing%20(1993),"['Comedy', 'Romance']",4.0625,1.0,5.0
84,Robert A. Heinlein's The Puppet Masters (1994),1994-01-01,,http://us.imdb.com/M/title-exact?Robert%20A.%20Heinlein's%20The%20Puppet%20Masters%20(1994),"['Horror', 'Sci-Fi']",3.0,1.0,5.0
85,"Ref, The (1994)",1994-01-01,,"http://us.imdb.com/M/title-exact?Ref,%20The%20(1994)",['Comedy'],3.0344827,1.0,5.0
86,"Remains of the Day, The (1993)",1993-01-01,,"http://us.imdb.com/M/title-exact?Remains%20of%20the%20Day,%20The%20(1993)",['Drama'],3.94,1.0,5.0
87,Searching for Bobby Fischer (1993),1993-01-01,,http://us.imdb.com/M/title-exact?Searching%20for%20Bobby%20Fischer%20(1993),['Drama'],3.905797,1.0,5.0
88,Sleepless in Seattle (1993),1993-01-01,,http://us.imdb.com/M/title-exact?Sleepless%20in%20Seattle%20(1993),"['Comedy', 'Romance']",3.539906,1.0,5.0
89,Blade Runner (1982),1982-01-01,,http://us.imdb.com/M/title-exact?Blade%20Runner%20(1982),"['Film-Noir', 'Sci-Fi']",4.1381817,1.0,5.0
90,So I Married an Axe Murderer (1993),1993-01-01,,http://us.imdb.com/M/title-exact?So%20I%20Married%20an%20Axe%20Murderer%20(1993),"['Comedy', 'Romance', 'Thriller']",3.0526316,1.0,5.0
91,"Nightmare Before Christmas, The (1993)",1993-01-01,,"http://us.imdb.com/M/title-exact?Nightmare%20Before%20Christmas,%20The%20(1993)","[""Children's"", 'Comedy', 'Musical']",3.5874126,1.0,5.0
92,True Romance (1993),1993-01-01,,http://us.imdb.com/M/title-exact?True%20Romance%20(1993),"['Action', 'Crime', 'Romance']",3.6153846,1.0,5.0
93,Welcome to the Dollhouse (1995),1996-05-24,,http://us.imdb.com/Title?Welcome+to+the+Dollhouse+(1995),"['Comedy', 'Drama']",3.7232144,1.0,5.0
94,Home Alone (1990),1990-01-01,,http://us.imdb.com/M/title-exact?Home%20Alone%20(1990),"[""Children's"", 'Comedy']",3.0875912,1.0,5.0
95,Aladdin (1992),1992-01-01,,http://us.imdb.com/M/title-exact?Aladdin%20(1992),"['Animation', ""Children's"", 'Comedy', 'Musical']",3.8127854,1.0,5.0
96,Terminator 2: Judgment Day (1991),1991-01-01,,http://us.imdb.com/M/title-exact?Terminator%202:%20Judgment%20Day%20(1991),"['Action', 'Sci-Fi', 'Thriller']",4.0067797,1.0,5.0
97,Dances with Wolves (1990),1990-01-01,,http://us.imdb.com/M/title-exact?Dances%20with%20Wolves%20(1990),"['Adventure', 'Drama', 'Western']",3.7929688,1.0,5.0
98,"Silence of the Lambs, The (1991)",1991-01-01,,"http://us.imdb.com/M/title-exact?Silence%20of%20the%20Lambs,%20The%20(1991)","['Drama', 'Thriller']",4.2897434,1.0,5.0
99,Snow White and the Seven Dwarfs (1937),1937-01-01,,http://us.imdb.com/M/title-exact?Snow%20White%20and%20the%20Seven%20Dwarfs%20(1937),"['Animation', ""Children's"", 'Musical']",3.7093024,1.0,5.0
100,Fargo (1996),1997-02-14,,http://us.imdb.com/M/title-exact?Fargo%20(1996),"['Crime', 'Drama', 'Thriller']",4.155512,1.0,5.0
101,Heavy Metal (1981),1981-03-08,,http://us.imdb.com/M/title-exact?Heavy%20Metal%20(1981),"['Action', 'Adventure', 'Animation', 'Horror', 'Sci-Fi']",3.260274,1.0,5.0
102,"Aristocats, The (1970)",1970-01-01,,"http://us.imdb.com/M/title-exact?Aristocats,%20The%20(1970)","['Animation', ""Children's""]",3.1296296,1.0,5.0
103,All Dogs Go to Heaven 2 (1996),1996-03-29,,http://us.imdb.com/M/title-exact?All%20Dogs%20Go%20to%20Heaven%202%20(1996),"['Animation', ""Children's"", 'Musical']",1.8666667,1.0,3.0
104,Theodore Rex (1995),1996-03-29,,http://us.imdb.com/M/title-exact?Theodore%20Rex%20(1995),['Comedy'],1.4,1.0,3.0
105,Sgt. Bilko (1996),1996-03-29,,http://us.imdb.com/M/title-exact?Sgt.%20Bilko%20(1996),['Comedy'],2.5675676,1.0,5.0
106,Diabolique (1996),1996-01-01,,http://us.imdb.com/M/title-exact?Diabolique%20(1996),"['Drama', 'Thriller']",2.8873239,1.0,5.0
107,Moll Flanders (1996),1996-06-14,,http://us.imdb.com/M/title-exact?Moll%20Flanders%20(1996),['Drama'],3.5,1.0,5.0
108,Kids in the Hall: Brain Candy (1996),1996-04-12,,http://us.imdb.com/M/title-exact?Kids%20in%20the%20Hall:%20Brain%20Candy%20(1996),['Comedy'],3.0769231,1.0,5.0
109,Mystery Science Theater 3000: The Movie (1996),1996-04-19,,http://us.imdb.com/M/title-exact?Mystery%20Science%20Theater%203000:%20The%20Movie%20(1996),"['Comedy', 'Sci-Fi']",3.4307692,1.0,5.0
110,Operation Dumbo Drop (1995),1995-01-01,,http://us.imdb.com/M/title-exact?Operation%20Dumbo%20Drop%20(1995),"['Action', 'Adventure', 'Comedy', 'War']",2.516129,1.0,5.0
111,"Truth About Cats & Dogs, The (1996)",1996-04-26,,"http://us.imdb.com/M/title-exact?Truth%20About%20Cats%20&%20Dogs,%20The%20(1996)","['Comedy', 'Romance']",3.485294,1.0,5.0
112,Flipper (1996),1996-05-10,,http://us.imdb.com/M/title-exact?Flipper%20(1996),"['Adventure', ""Children's""]",2.45,1.0,5.0
113,"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",1996-04-19,,"http://us.imdb.com/M/title-exact?Hussard%20sur%20le%20toit,%20Le%20(1995)",['Drama'],4.111111,3.0,5.0
114,Wallace & Gromit: The Best of Aardman Animation (1996),1996-04-05,,http://us.imdb.com/Title?Wallace+%26+Gromit%3A+The+Best+of+Aardman+Animation+(1996),['Animation'],4.447761,1.0,5.0
115,"Haunted World of Edward D. Wood Jr., The (1995)",1996-04-26,,"http://us.imdb.com/Title?Haunted+World+of+Edward+D.+Wood+Jr.,+The+(1995)",['Documentary'],3.7333333,1.0,5.0
116,Cold Comfort Farm (1995),1996-04-23,,http://us.imdb.com/M/title-exact?Cold%20Comfort%20Farm%20(1995)%20(TV),['Comedy'],3.824,1.0,5.0
117,"Rock, The (1996)",1996-06-07,,"http://us.imdb.com/M/title-exact?Rock,%20The%20(1996)","['Action', 'Adventure', 'Thriller']",3.6931217,1.0,5.0
118,Twister (1996),1996-05-10,,http://us.imdb.com/M/title-exact?Twister%20(1996),"['Action', 'Adventure', 'Thriller']",3.215017,1.0,5.0
119,Maya Lin: A Strong Clear Vision (1994),1994-01-01,,http://us.imdb.com/M/title-exact?Maya%20Lin:%20A%20Strong%20Clear%20Vision%20(1994),['Documentary'],4.5,3.0,5.0
120,Striptease (1996),1996-06-28,,http://us.imdb.com/M/title-exact?Striptease%20(1996),"['Comedy', 'Crime']",2.238806,1.0,5.0
121,Independence Day (ID4) (1996),1996-07-03,,http://us.imdb.com/M/title-exact?Independence%20Day%20(1996),"['Action', 'Sci-Fi', 'War']",3.4382284,1.0,5.0
122,"Cable Guy, The (1996)",1996-06-14,,"http://us.imdb.com/M/title-exact?Cable%20Guy,%20The%20(1996)",['Comedy'],2.3396227,1.0,5.0
123,"Frighteners, The (1996)",1996-07-19,,"http://us.imdb.com/M/title-exact?Frighteners,%20The%20(1996)","['Comedy', 'Horror']",3.2347827,1.0,5.0
124,Lone Star (1996),1996-06-21,,http://us.imdb.com/M/title-exact?Lone%20Star%20(1996),"['Drama', 'Mystery']",4.053476,1.0,5.0
125,Phenomenon (1996),1996-06-29,,http://us.imdb.com/M/title-exact?Phenomenon%20(1996),"['Drama', 'Romance']",3.557377,1.0,5.0
126,"Spitfire Grill, The (1996)",1996-09-06,,"http://us.imdb.com/M/title-exact?Spitfire%20Grill,%20The%20(1996)",['Drama'],3.8041236,1.0,5.0
127,"Godfather, The (1972)",1972-01-01,,"http://us.imdb.com/M/title-exact?Godfather,%20The%20(1972)","['Action', 'Crime', 'Drama']",4.283293,1.0,5.0
128,Supercop (1992),1996-07-26,,http://us.imdb.com/M/title-exact?Police%20Story%20III:%20Supercop%20(1992),"['Action', 'Thriller']",3.5384614,1.0,5.0
129,Bound (1996),1996-10-04,,http://us.imdb.com/M/title-exact?Bound%20(1996),"['Crime', 'Drama', 'Romance', 'Thriller']",3.8217053,1.0,5.0
130,Kansas City (1996),1996-08-16,,http://us.imdb.com/M/title-exact?Kansas%20City%20(1996),['Crime'],2.2608695,1.0,5.0
131,Breakfast at Tiffany's (1961),1961-01-01,,http://us.imdb.com/M/title-exact?Breakfast%20at%20Tiffany's%20(1961),"['Drama', 'Romance']",3.7263157,1.0,5.0
132,"Wizard of Oz, The (1939)",1939-01-01,,"http://us.imdb.com/M/title-exact?Wizard%20of%20Oz,%20The%20(1939)","['Adventure', ""Children's"", 'Drama', 'Musical']",4.0772357,1.0,5.0
133,Gone with the Wind (1939),1939-01-01,,http://us.imdb.com/M/title-exact?Gone%20with%20the%20Wind%20(1939),"['Drama', 'Romance', 'War']",3.871345,1.0,5.0
134,Citizen Kane (1941),1941-01-01,,http://us.imdb.com/M/title-exact?Citizen%20Kane%20(1941),['Drama'],4.292929,2.0,5.0
135,2001: A Space Odyssey (1968),1968-01-01,,http://us.imdb.com/M/title-exact?2001:%20A%20Space%20Odyssey%20(1968),"['Drama', 'Mystery', 'Sci-Fi', 'Thriller']",3.969112,1.0,5.0
136,Mr. Smith Goes to Washington (1939),1939-01-01,,http://us.imdb.com/M/title-exact?Mr.%20Smith%20Goes%20to%20Washington%20(1939),['Drama'],4.1238093,1.0,5.0
137,Big Night (1996),1996-09-20,,http://us.imdb.com/M/title-exact?Big%20Night%20(1996),['Drama'],3.9005847,1.0,5.0
138,D3: The Mighty Ducks (1996),1996-10-04,,http://us.imdb.com/M/title-exact?D3:%20The%20Mighty%20Ducks%20(1996),"[""Children's"", 'Comedy']",2.5789473,1.0,5.0
139,"Love Bug, The (1969)",1969-01-01,,"http://us.imdb.com/M/title-exact?Love%20Bug,%20The%20(1969)","[""Children's"", 'Comedy']",2.78,1.0,5.0
140,Homeward Bound: The Incredible Journey (1993),1993-01-01,,http://us.imdb.com/M/title-exact?Homeward%20Bound:%20The%20Incredible%20Journey%20(1993),"['Adventure', ""Children's""]",3.2131147,1.0,5.0
141,"20,000 Leagues Under the Sea (1954)",1954-01-01,,"http://us.imdb.com/M/title-exact?20,000%20Leagues%20Under%20the%20Sea%20(1954)","['Adventure', ""Children's"", 'Fantasy', 'Sci-Fi']",3.5,2.0,5.0
142,Bedknobs and Broomsticks (1971),1971-01-01,,http://us.imdb.com/M/title-exact?Bedknobs%20and%20Broomsticks%20(1971),"['Adventure', ""Children's"", 'Musical']",3.0701754,1.0,5.0
143,"Sound of Music, The (1965)",1965-01-01,,"http://us.imdb.com/M/title-exact?Sound%20of%20Music,%20The%20(1965)",['Musical'],3.7657657,1.0,5.0
144,Die Hard (1988),1988-01-01,,http://us.imdb.com/M/title-exact?Die%20Hard%20(1988),"['Action', 'Thriller']",3.872428,1.0,5.0
145,"Lawnmower Man, The (1992)",1992-01-01,,"http://us.imdb.com/M/title-exact?Lawnmower%20Man,%20The%20(1992)","['Action', 'Sci-Fi', 'Thriller']",2.4461539,1.0,5.0
146,Unhook the Stars (1996),1996-10-30,,http://us.imdb.com/M/title-exact?Unhook%20the%20Stars%20(1996),['Drama'],2.5,1.0,4.0
147,"Long Kiss Goodnight, The (1996)",1996-10-05,,"http://us.imdb.com/M/title-exact?Long%20Kiss%20Goodnight,%20The%20(1996)","['Action', 'Thriller']",3.4702702,1.0,5.0
148,"Ghost and the Darkness, The (1996)",1996-10-11,,"http://us.imdb.com/M/title-exact?Ghost%20and%20the%20Darkness,%20The%20(1996)","['Action', 'Adventure']",3.203125,1.0,5.0
149,Jude (1996),1996-11-01,,http://us.imdb.com/M/title-exact?Jude%20(1996),['Drama'],3.0,1.0,5.0
150,Swingers (1996),1996-10-18,,http://us.imdb.com/M/title-exact?Swingers%20(1996),"['Comedy', 'Drama']",3.8280256,1.0,5.0
151,Willy Wonka and the Chocolate Factory (1971),1971-01-01,,http://us.imdb.com/M/title-exact?Willy%20Wonka%20and%20the%20Chocolate%20Factory%20(1971),"['Adventure', ""Children's"", 'Comedy']",3.6319017,1.0,5.0
152,Sleeper (1973),1973-01-01,,http://us.imdb.com/M/title-exact?Sleeper%20(1973),"['Comedy', 'Sci-Fi']",3.6341465,1.0,5.0
153,"Fish Called Wanda, A (1988)",1988-01-01,,"http://us.imdb.com/M/title-exact?Fish%20Called%20Wanda,%20A%20(1988)",['Comedy'],3.7854252,1.0,5.0
154,Monty Python's Life of Brian (1979),1979-01-01,,http://us.imdb.com/M/title-exact?Life%20of%20Brian%20(1979),['Comedy'],3.7471263,1.0,5.0
155,Dirty Dancing (1987),1987-01-01,,http://us.imdb.com/M/title-exact?Dirty%20Dancing%20(1987),"['Musical', 'Romance']",3.1020408,1.0,5.0
156,Reservoir Dogs (1992),1992-01-01,,http://us.imdb.com/M/title-exact?Reservoir%20Dogs%20(1992),"['Crime', 'Thriller']",3.9864864,1.0,5.0
157,Platoon (1986),1986-01-01,,http://us.imdb.com/M/title-exact?Platoon%20(1986),"['Drama', 'War']",3.6929133,1.0,5.0
158,Weekend at Bernie's (1989),1989-01-01,,http://us.imdb.com/M/title-exact?Weekend%20at%20Bernie's%20(1989),['Comedy'],2.6166666,1.0,5.0
159,Basic Instinct (1992),1992-01-01,,http://us.imdb.com/M/title-exact?Basic%20Instinct%20(1992),"['Mystery', 'Thriller']",3.227723,1.0,5.0
160,Glengarry Glen Ross (1992),1992-01-01,,http://us.imdb.com/M/title-exact?Glengarry%20Glen%20Ross%20(1992),['Drama'],3.463768,1.0,5.0
161,Top Gun (1986),1986-01-01,,http://us.imdb.com/M/title-exact?Top%20Gun%20(1986),"['Action', 'Romance']",3.4818182,1.0,5.0
